agenda_segment,matched_legislation
"Vision Zero Annual Memo
   Discussion on Vision Zero Annual Memo.
   INVITED GUESTS:
   Stephanie Gagne, Management Analyst, OMB
   Angela Martinez, Assistant Director - Policy, Planning and Permitting, DOMI
   Lisa Frank, Chief Operating and Administrative Officer
   Panini Chowdhury, Senior Planning Manager - Transportation, DOMI
   Takeena White, Assistant Director - Operations and Policy, Public Safety
   Matt Jendrzejewski, Director of Enforcement and Meter Services, Pittsburgh Parking Authority",NO_LEGISLATION
