agenda_segment,matched_legislation
"Discussion on Pittsburgh Water's Flood Mitigation Projects
   AGENDA ITEM AT THE REQUEST OF COUNCIL MEMBER BARBARA WARWICK
   Discussion on Pittsburgh Water's Flood Mitigation Projects.
   INVITED GUESTS:
   Rebecca Zito, Senior Manager - Public Affairs - Pittsburgh Water
   Tony Igwe, Senior Group Manager - Stormwater - Pittsburgh Water
   Marc A. Glowczewski, Planning Chief, US Army Corps of Engineers
   Jennifer Cristobal, Plan Form Chief, US Army Corps of Engineers",NO_LEGISLATION
