agenda_segment
"Safe Passage Program
   AGENDA ITEM AT THE REQUEST OF COUNCIL MEMBER BARBARA WARWICK
   Discussion on the Safe Passage program.
   INVITED GUESTS:
   David Jones, Department of Public Safety Assistant Director, Community Affairs
   Kasey Macedo, Safe Passage Program Manager
   Danielle King, Safe Passage Director"
